# idh: Índice de Desenvolvimento Humano (IDH) (2000);
# renda: Renda per capita (2000);
# anfab: Alfabetizados - pessoas 15 anos e mais (2000);
???Sigla;Código;Município;idh;renda;alfab;
BA;2928703;Santo Antônio de Jesus;;157,408;83,15;
BA;2928802;Santo Estêvão;;90,087;69,859;
BA;2928901;São Desidério;;82,367;61,926;
BA;2928950;São Domingos;;89,519;74,746;
BA;2929008;São Félix;;110,784;76,899;
BA;2929057;São Félix do Coribe;;102,284;76,533;
BA;2929107;São Felipe;;101,682;69,197;
BA;2929206;São Francisco do Conde;;133,069;83,173;
BA;2929255;São Gabriel;;105,9;72,808;
BA;2929305;São Gonçalo dos Campos;;112,579;77,407;
BA;2929354;São José da Vitória;;74,711;67,95;
BA;2929370;São José do Jacuípe;;71,132;63,339;
BA;2929404;São Miguel das Matas;;99,154;70,635;
BA;2929503;São Sebastião do Passé;;125,46;80,28;
BA;2929602;Sapeaçu;;97,593;74,324;
BA;2929701;Sátiro Dias;;50,458;58,672;
BA;2929750;Saubara;;110,633;80,786;
BA;2929800;Saúde;;79,776;67,655;
BA;2929909;Seabra;;110,76;78,97;
BA;2930006;Sebastião Laranjeiras;;86,903;66,524;
BA;2930105;Senhor do Bonfim;;168,893;78,302;
BA;2930154;Serra do Ramalho;;60,481;67,771;
BA;2930204;Sento Sé;;71,779;66,412;
BA;2930303;Serra Dourada;;75,82;69,895;
BA;2930402;Serra Preta;;72,093;66,148;
BA;2930501;Serrinha;;103,098;75,623;
BA;2930600;Serrolândia;;84,958;66,828;
BA;2930709;Simões Filho;;149,035;88,436;
BA;2930758;Sítio do Mato;;51,913;70,178;
BA;2930766;Sítio do Quinto;;100,421;52,646;
BA;2930774;Sobradinho;;135,52;78,457;
BA;2930808;Souto Soares;;76,206;74,079;
BA;2930907;Tabocas do Brejo Velho;;67,01;60,742;
BA;2931004;Tanhaçu;;118,87;71,918;
BA;2931053;Tanque Novo;;71,88;63,288;
BA;2931103;Tanquinho;;108,952;75,486;
BA;2931202;Taperoá;;77,326;63,669;
BA;2931301;Tapiramutá;;82,143;64,96;
BA;2931350;Teixeira de Freitas;;198,556;78,66;
BA;2931400;Teodoro Sampaio;;85,767;70,598;
BA;2931509;Teofilândia;;85,995;66,07;
BA;2931608;Teolândia;;60,584;56,643;
BA;2931707;Terra Nova;;83,719;81,091;
BA;2931806;Tremedal;;78,75;57,253;
BA;2931905;Tucano;;74,355;61,03;
BA;2932002;Uauá;;83,92;70,015;
BA;2932101;Ubaíra;;87,264;65,232;
BA;2932200;Ubaitaba;;99,073;71,584;
BA;2932309;Ubatã;;108,059;68,099;
BA;2932408;Uibaí;;95,835;77,67;
BA;2932457;Umburanas;;68,278;58,833;
BA;2932507;Una;;84,115;63,352;
BA;2932606;Urandi;;102,248;71,752;
BA;2932705;Uruçuca;;84,065;68,82;
BA;2932804;Utinga;;79,913;70,072;
BA;2932903;Valença;;132,007;73,455;
BA;2933000;Valente;;108,473;74,447;
BA;2933059;Várzea da Roça;;66,949;65,462;
BA;2933109;Várzea do Poço;;90,932;72,903;
BA;2933158;Várzea Nova;;78,522;67,757;
BA;2933174;Varzedo;;77,778;70,155;
BA;2933208;Vera Cruz;;138,545;83,921;
BA;2933257;Vereda;;87,997;60,602;
BA;2933307;Vitória da Conquista;;204,895;80,215;
BA;2933406;Wagner;;98,962;70,907;
BA;2933455;Wanderley;;90,943;62,129;
BA;2933505;Wenceslau Guimarães;;67,532;52,625;
BA;2933604;Xique-Xique;;73,31;70,692;
BA;2999919;Trancoso;;;;
BA;2999929;Barcellos;;;;
BA;2999939;Olivença;;;;
BA;2999949;Villa Verde;;;;
CE;2300101;Abaiara;;71,761;59,974;
CE;2300150;Acarapé;;79,35;69,273;
CE;2300200;Acaraú;;80,603;60,246;
CE;2300309;Acopiara;;90,044;57,045;
CE;2300408;Aiuaba;;51,763;56,133;
CE;2300507;Alcântaras;;68,417;61,349;
CE;2300606;Altaneira;;70,931;58,265;
CE;2300705;Alto Santo;;92,751;62,466;
CE;2300754;Amontada;;62,77;63,431;
CE;2300804;Antonina do Norte;;73,913;57,067;
CE;2300903;Apuiarés;;62,092;64,583;
CE;2301000;Aquiraz;;123,292;68,518;
CE;2301109;Aracati;;107,65;71,211;
CE;2301208;Aracoiaba;;72,308;59,228;
CE;2301257;Ararendá;;66,262;59,572;
CE;2301307;Araripe;;64,137;55,742;
CE;2301406;Aratuba;;61,535;63,55;
CE;2301505;Arneiroz;;58,969;60,763;
CE;2301604;Assaré;;65,21;55,381;
CE;2301703;Aurora;;70,102;64,443;
CE;2301802;Baixio;;67,469;66,051;
CE;2301851;Banabuiú;;83,305;59,617;
CE;2301901;Barbalha;;116,256;73,834;
CE;2301950;Barreira;;75,166;66,01;
CE;2302008;Barro;;86,46;67,043;
CE;2302057;Barroquinha;;60,17;52,652;
CE;2302107;Baturité;;106,158;69,722;
CE;2302206;Beberibe;;81,178;65,048;
CE;2302305;Bela Cruz;;61,867;64,696;
CE;2302404;Boa Viagem;;82,681;57,742;
CE;2302503;Brejo Santo;;114,538;65,585;
CE;2302602;Camocim;;99,727;64,505;
CE;2302701;Campos Sales;;123,877;61,902;
CE;2302800;Canindé;;77,169;64,582;
CE;2302909;Capistrano;;56,307;62,747;
CE;2303006;Caridade;;67,73;62,805;
CE;2303105;Cariré;;67,337;62,244;
CE;2303204;Caririaçu;;62,514;59,72;
CE;2303303;Cariús;;65,608;60,268;
CE;2303402;Carnaubal;;75,973;61,254;
CE;2303501;Cascavel;;115,948;67,469;
CE;2303600;Catarina;;55,634;62,716;
CE;2303659;Catunda;;57,479;60,152;
CE;2303709;Caucaia;;129,234;81,024;
CE;2303808;Cedro;;95,591;63,883;
CE;2303907;Chaval;;69,088;60,632;
CE;2303931;Choró;;53,276;57,769;
CE;2303956;Chorozinho;;82,492;64,217;
CE;2304004;Coreaú;;64,438;52,448;
CE;2304103;Crateús;;121,214;67,025;
CE;2304202;Crato;;168,045;77,087;
CE;2304236;Croatá;;54,721;54,713;
CE;2304251;Cruz;;73,025;64,467;
CE;2304269;Deputado Irapuan Pinheiro;;82,784;58,493;
CE;2304277;Ererê;;77,707;58,224;
CE;2304285;Eusébio;;107,132;76,157;
CE;2304301;Farias Brito;;72,434;63,805;
CE;2304350;Forquilha;;92,357;62,561;
CE;2304400;Fortaleza;;306,703;88,795;
CE;2304459;Fortim;;101,23;62,8;
CE;2304509;Frecheirinha;;70,4;54,568;
CE;2304608;General Sampaio;;58,559;61,075;
CE;2304657;Graça;;52,565;52,512;
CE;2304707;Granja;;55,086;48,176;
CE;2304806;Granjeiro;;52,768;60,319;
CE;2304905;Groaíras;;84,732;63,498;
CE;2304954;Guaiúba;;71,39;66,542;
CE;2305001;Guaraciaba do Norte;;78,441;61,071;
CE;2305100;Guaramiranga;;78,651;68,639;
CE;2305209;Hidrolândia;;72,469;64,581;
CE;2305233;Horizonte;;125,683;71,816;
CE;2305266;Ibaretama;;62,561;58,532;
CE;2305308;Ibiapina;;79,258;65,528;
CE;2305332;Ibicuitinga;;68,082;63,425;
CE;2305357;Icapuí;;90,609;66,839;
CE;2305407;Icó;;86,903;59,634;
CE;2305506;Iguatu;;151,133;69,212;
CE;2305605;Independência;;98,137;62,222;
CE;2305654;Ipaporanga;;55,009;56,979;
CE;2305704;Ipaumirim;;83,497;69,872;
CE;2305803;Ipu;;96,228;63,264;
CE;2305902;Ipueiras;;67,222;60,793;
CE;2306009;Iracema;;108,709;64,755;
CE;2306108;Irauçuba;;62,658;61,754;
CE;2306207;Itaiçaba;;79,145;69,849;
CE;2306256;Itaitinga;;96,534;74,901;
CE;2306306;Itapagé;;91,523;69,433;
CE;2306405;Itapipoca;;83,118;68,496;
CE;2306504;Itapiúna;;69,359;62,292;
CE;2306553;Itarema;;63,1;60,658;
CE;2306603;Itatira;;53,598;53,691;
CE;2306702;Jaguaretama;;86,89;64,212;
CE;2306801;Jaguaribara;;89,015;63,487;
CE;2306900;Jaguaribe;;119,713;66,757;
CE;2307007;Jaguaruana;;86,287;64,637;
CE;2307106;Jardim;;66,156;64,732;
CE;2307205;Jati;;90,957;64,294;
CE;2307254;Jijoca de Jericoacoara;;91,191;62,693;
CE;2307304;Juazeiro do Norte;;147,113;75,052;
CE;2307403;Jucás;;65,557;62,053;
CE;2307502;Lavras da Mangabeira;;70,568;63,348;
CE;2307601;Limoeiro do Norte;;131,898;74,292;
CE;2307635;Madalena;;73,614;63,114;
CE;2307650;Maracanaú;;129,755;85,021;
CE;2307700;Maranguape;;105,085;76,253;
CE;2307809;Marco;;78,873;62,023;
CE;2307908;Martinópole;;62,253;59,053;
CE;2308005;Massapê;;69,012;56,796;
CE;2308104;Mauriti;;84,382;59,141;
CE;2308203;Meruoca;;79,385;66,746;
CE;2308302;Milagres;;78,961;65,88;
CE;2308351;Milhã;;81,188;64,305;
CE;2308377;Miraíma;;50,13;55,578;
CE;2308401;Missão Velha;;96,246;61,928;
CE;2308500;Mombaça;;75,068;57,839;
CE;2308609;Monsenhor Tabosa;;61,594;61,941;
CE;2308708;Morada Nova;;109,139;64,913;
CE;2308807;Moraújo;;54,897;60,393;
CE;2308906;Morrinhos;;66,055;60,989;
CE;2309003;Mucambo;;77,795;61,485;
CE;2309102;Mulungu;;86,094;64,527;
CE;2309201;Nova Olinda;;91,728;65,793;
CE;2309300;Nova Russas;;103,073;64,239;
CE;2309409;Novo Oriente;;78,532;52,936;
CE;2309458;Ocara;;56,834;59,493;
CE;2309508;Orós;;78,538;64,186;
CE;2309607;Pacajus;;105,871;72,663;
CE;2309706;Pacatuba;;100,163;82,52;
CE;2309805;Pacoti;;78,513;66,274;
CE;2309904;Pacujá;;76,116;64,795;
CE;2310001;Palhano;;68,554;64,876;
CE;2310100;Palmácia;;72,975;66,252;
CE;2310209;Paracuru;;81,699;72,836;
CE;2310258;Paraipaba;;84,539;71,132;
CE;2310298;Cococi;;;;
CE;2310308;Parambu;;68,166;55,594;
CE;2310407;Paramoti;;57,62;58,88;
CE;2310506;Pedra Branca;;81,904;53,681;
CE;2310605;Penaforte;;92,085;72,794;
CE;2310704;Pentecoste;;85,152;65,498;
CE;2310803;Pereiro;;69,682;59,934;
CE;2310852;Pindoretama;;104,22;70,067;
CE;2310902;Piquet Carneiro;;72,558;63,013;
CE;2310951;Pires Ferreira;;64,483;56,827;
CE;2311009;Poranga;;63,774;53,836;
CE;2311108;Porteiras;;86,061;60,359;
CE;2311207;Potengi;;78,35;52,709;
CE;2311231;Potiretama;;71,296;59,958;
CE;2311264;Quiterianópolis;;71,981;58,785;
CE;2311306;Quixadá;;101;68,407;
CE;2311355;Quixelô;;66,711;56,203;
CE;2311405;Quixeramobim;;85,841;64,674;
CE;2311504;Quixeré;;82,657;62,157;
CE;2311603;Redenção;;78,097;69,952;
CE;2311702;Reriutaba;;77,629;60,443;
CE;2311801;Russas;;110,329;73,478;
CE;2311900;Saboeiro;;55,711;52,395;
CE;2311959;Salitre;;55,196;48,437;
CE;2312007;Santana do Acaraú;;79,143;61,2;
CE;2312106;Santana do Cariri;;59,064;60,692;
CE;2312205;Santa Quitéria;;81,634;62,801;
CE;2312304;São Benedito;;90,852;63,166;
CE;2312403;São Gonçalo do Amarante;;81,063;70,027;
CE;2312502;São João do Jaguaribe;;110,743;70,967;
CE;2312601;São Luís do Curu;;100,259;68,943;
CE;2312700;Senador Pompeu;;104,288;64,439;
CE;2312809;Senador Sá;;56,125;57,18;
CE;2312908;Sobral;;151,567;73,564;
CE;2313005;Solonópole;;82,997;65,641;
CE;2313104;Tabuleiro do Norte;;123,395;69,666;
CE;2313203;Tamboril;;57,941;59,734;
CE;2313252;Tarrafas;;46,35;62,621;
CE;2313302;Tauá;;105,847;61,412;
CE;2313351;Tejuçuoca;;57,075;64,371;
CE;2313401;Tianguá;;92,529;64,311;
CE;2313500;Trairi;;61,576;65,509;
CE;2313559;Tururu;;56,386;61,267;
CE;2313609;Ubajara;;108,466;64,214;
CE;2313708;Umari;;64,299;63,37;
CE;2313757;Umirim;;58,015;59,189;
CE;2313807;Uruburetama;;76,116;66,459;
CE;2313906;Uruoca;;57,309;54,037;
CE;2313955;Varjota;;90,684;65,842;
CE;2314003;Várzea Alegre;;80,885;63,171;
CE;2314102;Viçosa do Ceará;;57,649;54,695;
CE;2399919;Entre Rios;;;;
CE;2399929;Mecejana;;;;
CE;2399939;Vertentes;;;;
DF;5300108;Brasília;;605,406;94,321;
ES;3200102;Afonso Cláudio;;183,754;82,443;
ES;3200136;Águia Branca;;170,079;82,795;
ES;3200169;Água Doce do Norte;;128,43;76,204;
ES;3200201;Alegre;;216,979;83,265;
ES;3200300;Alfredo Chaves;;197,849;88,72;
ES;3200359;Alto Rio Novo;;174,254;80,028;
ES;3200409;Anchieta;;227,802;89,597;
ES;3200508;Apiacá;;179,339;82,246;
ES;3200607;Aracruz;;250,451;90,145;
ES;3200706;Atilio Vivacqua;;173,26;86,18;
ES;3200805;Baixo Guandu;;187,528;84,374;
ES;3200904;Barra de São Francisco;;185,771;80,91;
ES;3201001;Boa Esperança;;171,298;82,261;
ES;3201100;Bom Jesus do Norte;;208,954;88,427;
ES;3201159;Brejetuba;;186,477;78,6;
ES;3201209;Cachoeiro de Itapemirim;;275,616;91,112;
ES;3201308;Cariacica;;215,2;91,305;
ES;3201407;Castelo;;261,802;89,176;
ES;3201506;Colatina;;272,347;89,405;
ES;3201605;Conceição da Barra;;156,974;80,01;
ES;3201704;Conceição do Castelo;;181,434;84,12;
ES;3201803;Divino de São Lourenço;;127,372;81,342;
ES;3201902;Domingos Martins;;221,948;87,807;
ES;3202009;Dores do Rio Preto;;241,385;94,857;
ES;3202108;Ecoporanga;;152,179;77,597;
ES;3202207;Fundão;;229,923;87,468;
ES;3202256;Governador Lindenberg;;;;
ES;3202306;Guaçuí;;247,397;84,978;
ES;3202405;Guarapari;;277,926;91,077;
ES;3202454;Ibatiba;;216,562;80,228;
ES;3202504;Ibiraçu;;282,021;88,064;
ES;3202553;Ibitirama;;176,552;75,81;
ES;3202603;Iconha;;313,32;89,213;
ES;3202652;Irupi;;201,519;79,863;
ES;3202702;Itaguaçu;;205,376;86,071;
ES;3202801;Itapemirim;;153,957;85,139;
ES;3202900;Itarana;;206,375;87,327;
ES;3203007;Iúna;;227,991;82,025;
ES;3203056;Jaguaré;;184,755;83,126;
ES;3203106;Jerônimo Monteiro;;201,095;84,815;
ES;3203130;João Neiva;;234,656;89,674;
ES;3203163;Laranja da Terra;;167,46;84,435;
ES;3203205;Linhares;;258,477;87,021;
ES;3203304;Mantenópolis;;167,181;79,579;
ES;3203320;Marataízes;;226,358;87,374;
ES;3203346;Marechal Floriano;;246,766;87,174;
ES;3203353;Marilândia;;188,97;87,06;
ES;3203403;Mimoso do Sul;;185,545;84,129;
ES;3203502;Montanha;;207,55;78,523;
ES;3203601;Mucurici;;118,951;76,307;
ES;3203700;Muniz Freire;;236,137;81,055;
ES;3203809;Muqui;;211,538;85,889;
ES;3203908;Nova Venécia;;220,083;85,621;
ES;3204005;Pancas;;153,431;81,969;
ES;3204054;Pedro Canário;;139,995;78,956;
ES;3204104;Pinheiros;;160,823;80,495;
ES;3204203;Piúma;;244,334;89,932;
ES;3204252;Ponto Belo;;145,817;77,704;
ES;3204302;Presidente Kennedy;;147,38;76,653;
ES;3204351;Rio Bananal;;213,425;85,327;
ES;3204401;Rio Novo do Sul;;200,622;87,48;
ES;3204500;Santa Leopoldina;;149,559;82,377;
ES;3204559;Santa Maria de Jetibá;;210,194;84,843;
ES;3204609;Santa Teresa;;271,536;87,188;
ES;3204658;São Domingos do Norte;;165,508;84,777;
ES;3204708;São Gabriel da Palha;;242,479;86,73;
ES;3204807;São José do Calçado;;205,971;83,305;
ES;3204906;São Mateus;;229,859;86,355;
ES;3204955;São Roque do Canaã;;201,21;87,415;
ES;3205002;Serra;;233,944;91,679;
ES;3205010;Sooretama;;161,189;80,407;
ES;3205036;Vargem Alta;;195,166;85,876;
ES;3205069;Venda Nova do Imigrante;;297,774;90,096;
ES;3205101;Viana;;175,43;90,429;
ES;3205150;Vila Pavão;;143,44;82,428;
ES;3205176;Vila Valério;;190,743;83,605;
ES;3205200;Vila Velha;;443,795;94,7;
ES;3205309;Vitória;;667,675;95,475;
ES;3299919;Riacho;;;;
ES;3299929;Ponte do Itabapoana;;;;
GO;5200050;Abadia de Goiás;;205,27;88,029;
GO;5200100;Abadiânia;;168,306;82,454;
GO;5200134;Acreúna;;249,956;81,371;
GO;5200159;Adelândia;;164,756;79,25;
GO;5200175;Água Fria de Goiás;;143,08;77,876;
GO;5200209;Água Limpa;;231,213;85,315;
GO;5200258;Águas Lindas de Goiás;;150,347;87,238;
GO;5200308;Alexânia;;168,607;82,324;
GO;5200506;Aloândia;;226,047;81,143;
GO;5200555;Alto Horizonte;;178,175;84,468;
GO;5200605;Alto Paraíso de Goiás;;203,05;84,802;
GO;5200803;Alvorada do Norte;;150,832;77,602;
GO;5200829;Amaralina;;89,305;77,004;
GO;5200852;Americano do Brasil;;204,952;81,262;
GO;5200902;Amorinópolis;;177,852;81,374;
GO;5201108;Anápolis;;293,89;91,168;
GO;5201207;Anhanguera;;190,669;90,226;
GO;5201306;Anicuns;;217,933;84,079;
GO;5201405;Aparecida de Goiânia;;201,683;91,289;
GO;5201454;Aparecida do Rio Doce;;218,703;82,428;
GO;5201504;Aporé;;273,284;83,704;
GO;5201603;Araçu;;157,901;79,125;
GO;5201702;Aragarças;;188,59;86,894;
GO;5201801;Aragoiânia;;199,016;83,758;
GO;5202155;Araguapaz;;213,515;76,204;
GO;5202353;Arenópolis;;169,508;79,596;
GO;5202502;Aruanã;;193,322;81,942;
GO;5202601;Aurilândia;;175,301;82,494;
GO;5202809;Avelinópolis;;220,542;80,726;
GO;5203104;Baliza;;136,509;77,067;
GO;5203203;Barro Alto;;143,905;76,481;
GO;5203302;Bela Vista de Goiás;;199,217;86,45;
GO;5203401;Bom Jardim de Goiás;;177,577;83,074;
GO;5203500;Bom Jesus de Goiás;;240,91;82,526;
GO;5203559;Bonfinópolis;;196,565;83,963;
GO;5203575;Bonópolis;;148,43;79,511;
GO;5203609;Brazabrantes;;156,91;84,189;
GO;5203807;Britânia;;178,564;81,201;
GO;5203906;Buriti Alegre;;229,417;83,912;
GO;5203939;Buriti de Goiás;;158,364;85,122;
GO;5203962;Buritinópolis;;68,889;67,307;
GO;5204003;Cabeceiras;;149,264;82,125;
GO;5204102;Cachoeira Alta;;251,537;82,613;
GO;5204201;Cachoeira de Goiás;;171,805;80,038;
GO;5204250;Cachoeira Dourada;;223,839;80,532;
GO;5204300;Caçu;;276,404;85,242;
GO;5204409;Caiapônia;;187,643;80,398;
GO;5204508;Caldas Novas;;351,821;91,712;
GO;5204557;Caldazinha;;219,014;86,657;
GO;5204607;Campestre de Goiás;;157,68;79,017;
GO;5204656;Campinaçu;;135,599;78,224;
GO;5204706;Campinorte;;167,988;81,977;
GO;5204805;Campo Alegre de Goiás;;294,208;88,278;
GO;5204854;Campo Limpo de Goiás;;;;
GO;5204904;Campos Belos;;147,725;79,58;
GO;5204953;Campos Verdes;;143,043;79,179;
GO;5205000;Carmo do Rio Verde;;174,268;82,509;
GO;5205059;Castelândia;;209,71;77,493;
GO;5205109;Catalão;;303,489;91,247;
GO;5205208;Caturaí;;167,392;81,19;
GO;5205307;Cavalcante;;91,495;58,257;
GO;5205406;Ceres;;275,505;88,089;
GO;5205455;Cezarina;;182,1;85,659;
GO;5205471;Chapadão do Céu;;381,029;94,652;
GO;5205497;Cidade Ocidental;;259,11;93,251;
GO;5205513;Cocalzinho de Goiás;;138,4;79,937;
GO;5205521;Colinas do Sul;;125,675;80,179;
GO;5205703;Córrego do Ouro;;162,962;83,735;
GO;5205802;Corumbá de Goiás;;175,441;79,401;
GO;5205901;Corumbaíba;;217,24;89,758;
GO;5206206;Cristalina;;221,351;86,223;
GO;5206305;Cristianópolis;;252,91;90,332;
GO;5206404;Crixás;;170,428;82,062;
GO;5206503;Cromínia;;227,81;84,166;
GO;5206602;Cumari;;198,988;86,297;
GO;5206701;Damianópolis;;86,714;71,799;
GO;5206800;Damolândia;;172,288;83,14;
GO;5206909;Davinópolis;;169,566;81,033;
GO;5207105;Diorama;;159,211;81,453;
GO;5207253;Doverlândia;;175,619;79,851;
GO;5207352;Edealina;;206,82;81,805;
GO;5207402;Edéia;;266,671;85,003;
GO;5207501;Estrela do Norte;;169,33;78,574;
GO;5207535;Faina;;160,233;77,049;
GO;5207600;Fazenda Nova;;166,946;82,06;
GO;5207808;Firminópolis;;189,288;84,305;
GO;5207907;Flores de Goiás;;111,656;75,581;
GO;5208004;Formosa;;230,866;86,554;
GO;5208103;Formoso;;169,832;82,974;
GO;5208152;Gameleira de Goiás;;;;
GO;5208301;Divinópolis de Goiás;;103,447;70,759;
GO;5208400;Goianápolis;;147,649;82,263;
GO;5208509;Goiandira;;224,941;88,492;
GO;5208608;Goianésia;;202,499;84,659;
GO;5208707;Goiânia;;508,296;94,823;
GO;5208806;Goianira;;179,027;86,872;
GO;5208905;Goiás;;197,544;83,777;
GO;5209101;Goiatuba;;339,931;87,635;
GO;5209150;Gouvelândia;;191,453;82,305;
GO;5209200;Guapó;;182,433;85,211;
GO;5209291;Guaraíta;;129,672;80,735;
GO;5209408;Guarani de Goiás;;89,658;69,202;
GO;5209457;Guarinos;;145,726;80,78;
GO;5209606;Heitoraí;;189,659;84,087;
GO;5209705;Hidrolândia;;210,992;85,61;
GO;5209804;Hidrolina;;220,925;84,637;
GO;5209903;Iaciara;;119,392;76,687;
GO;5209937;Inaciolândia;;206,341;75,48;
GO;5209952;Indiara;;193,262;83,479;
GO;5210000;Inhumas;;256,276;86,505;
GO;5210109;Ipameri;;214,698;88,372;
GO;5210158;Ipiranga de Goiás;;;;
GO;5210208;Iporá;;232,029;85,956;
GO;5210307;Israelândia;;167,735;82,76;
GO;5210406;Itaberaí;;254,248;82,504;
GO;5210562;Itaguari;;199,565;80,104;
GO;5210604;Itaguaru;;222,46;84,357;
GO;5210802;Itajá;;216,734;82,629;
GO;5210901;Itapaci;;173,381;83,607;
GO;5211008;Itapirapuã;;150,698;80,43;
GO;5211206;Itapuranga;;219,464;80,786;
GO;5211305;Itarumã;;265,6;83,599;
GO;5211404;Itauçu;;163,819;83,314;
GO;5211503;Itumbiara;;289,318;87,81;
GO;5211602;Ivolândia;;168,405;79,565;
GO;5211701;Jandaia;;189,217;86,211;
GO;5211800;Jaraguá;;194,481;85,066;
GO;5211909;Jataí;;304,95;88,703;
GO;5212006;Jaupaci;;169,359;82,27;
GO;5212055;Jesúpolis;;171,638;80,483;
GO;5212105;Joviânia;;325,604;85,848;
GO;5212204;Jussara;;211,525;83,285;
GO;5212253;Lagoa Santa;;;;
GO;5212303;Leopoldo de Bulhões;;194,274;84,096;
GO;5212501;Luziânia;;209,95;87,974;
GO;5212600;Mairipotaba;;236,071;83,824;
GO;5212709;Mambaí;;95,947;71,082;
GO;5212808;Mara Rosa;;154,262;80,226;
GO;5212907;Marzagão;;222,072;84,35;
GO;5212956;Matrinchã;;161,148;79,777;
GO;5213004;Maurilândia;;184,775;79,13;
GO;5213053;Mimoso de Goiás;;117,295;72,541;
GO;5213087;Minaçu;;187,431;85,306;
GO;5213103;Mineiros;;289,857;86,609;
GO;5213400;Moiporá;;176,395;84,419;
GO;5213509;Monte Alegre de Goiás;;91,353;72,106;
GO;5213707;Montes Claros de Goiás;;194,332;82,538;
GO;5213756;Montividiu;;383,357;85,617;
GO;5213772;Montividiu do Norte;;95,821;78,6;
GO;5213806;Morrinhos;;348,563;87,752;
GO;5213855;Morro Agudo de Goiás;;159,979;84,04;
GO;5213905;Mossâmedes;;194,118;82,713;
GO;5214002;Mozarlândia;;202,632;82,468;
GO;5214051;Mundo Novo;;153,625;78,758;
GO;5214101;Mutunópolis;;165,784;78,225;
GO;5214408;Nazário;;202,017;85,461;
GO;5214507;Nerópolis;;232,173;86,236;
GO;5214606;Niquelândia;;209,602;82,255;
GO;5214705;Nova América;;147,169;80,578;
GO;5214804;Nova Aurora;;236,886;84,605;
GO;5214838;Nova Crixás;;189,124;76,813;
GO;5214861;Nova Glória;;147,257;81,228;
GO;5214879;Nova Iguaçu de Goiás;;182,954;82,476;
GO;5214903;Nova Roma;;103,788;79,29;
GO;5215009;Nova Veneza;;169,981;84,904;
GO;5215207;Novo Brasil;;182,687;81,951;
GO;5215231;Novo Gama;;186,672;88,142;
GO;5215256;Novo Planalto;;149,179;80,196;
GO;5215306;Orizona;;245,554;88,286;
GO;5215405;Ouro Verde de Goiás;;177,283;84,26;
GO;5215504;Ouvidor;;211,205;89,225;
GO;5215603;Padre Bernardo;;163,146;80,397;
GO;5215652;Palestina de Goiás;;178,302;81,155;
GO;5215702;Palmeiras de Goiás;;185,394;86,309;
GO;5215801;Palmelo;;220,178;83,895;
GO;5215900;Palminópolis;;220,41;86,69;
GO;5216007;Panamá;;182,558;80,167;
GO;5216304;Paranaiguara;;241,722;82,312;
GO;5216403;Paraúna;;245,927;83,383;
GO;5216452;Perolândia;;211,07;83,547;
GO;5216809;Petrolina de Goiás;;192,064;80,123;
GO;5216908;Pilar de Goiás;;130,363;85,01;
GO;5217104;Piracanjuba;;250,503;86,482;
GO;5217203;Piranhas;;190,724;82,929;
GO;5217302;Pirenópolis;;180,76;82,614;
GO;5217401;Pires do Rio;;311,433;89,972;
GO;5217609;Planaltina;;159,141;84,333;
GO;5217708;Pontalina;;381,289;84,669;
GO;5218003;Porangatu;;295,854;85,305;
GO;5218052;Porteirão;;256,732;77,789;
GO;5218102;Portelândia;;237,931;84,394;
GO;5218300;Posse;;153,087;76,478;
GO;5218391;Professor Jamil;;203,689;81,718;
GO;5218508;Quirinópolis;;243,296;85,616;
GO;5218607;Rialma;;313,301;88,271;
GO;5218706;Rianápolis;;231,535;82,006;
GO;5218789;Rio Quente;;379,328;91,477;
GO;5218805;Rio Verde;;339,813;88,407;
GO;5218904;Rubiataba;;201,809;85,138;
GO;5219001;Sanclerlândia;;172,19;83,507;
GO;5219100;Santa Bárbara de Goiás;;172,848;83,459;
GO;5219209;Santa Cruz de Goiás;;261,523;86,309;
GO;5219258;Santa Fé de Goiás;;157,142;81,78;
GO;5219308;Santa Helena de Goiás;;220,851;82,17;
GO;5219357;Santa Isabel;;157,424;80,841;
GO;5219407;Santa Rita do Araguaia;;208,767;84,106;
GO;5219456;Santa Rita do Novo Destino;;139,489;76,271;
GO;5219506;Santa Rosa de Goiás;;165,587;80,506;
GO;5219605;Santa Tereza de Goiás;;189,885;83,114;
GO;5219704;Santa Terezinha de Goiás;;158,745;80,905;
GO;5219712;Santo Antônio da Barra;;168,513;74,343;
GO;5219738;Santo Antônio de Goiás;;215,349;85,51;
GO;5219753;Santo Antônio do Descoberto;;141,711;84,272;
GO;5219803;São Domingos;;106,031;70,556;
GO;5219902;São Francisco de Goiás;;169,986;80,311;
GO;5220009;São João d'Aliança;;193,13;81,71;
GO;5220058;São João da Paraúna;;227,277;85,533;
GO;5220108;São Luís de Montes Belos;;238,745;86,572;
GO;5220157;São Luíz do Norte;;158,003;78,349;
GO;5220207;São Miguel do Araguaia;;222,2;81,029;
GO;5220264;São Miguel do Passa Quatro;;230,391;88,796;
GO;5220280;São Patrício;;160,584;82,034;
GO;5220405;São Simão;;233,652;83,487;
GO;5220454;Senador Canedo;;158,249;88,886;
GO;5220504;Serranópolis;;241,271;82,738;
GO;5220603;Silvânia;;235,352;86,654;
GO;5220686;Simolândia;;112,472;71,942;
GO;5220702;Sítio d'Abadia;;96,552;70,225;
GO;5221007;Taquaral de Goiás;;186,408;82,913;
GO;5221080;Teresina de Goiás;;119,932;69,372;
